source,source_type,target,target_type,relationship
Magocrazia di Nü,location,wiloi,unknown,references
Magocrazia di Nü,location,Lanie,deity_or_faction,references
Magocrazia di Nü,location,Lanie,deity_or_faction,references
Magocrazia di Nü,location,Doomkhan,deity_or_faction,references
Magocrazia di Nü,location,Glumdrung,deity_or_faction,references
Magocrazia di Nü,location,Città di Nü,location,references
Magocrazia di Nü,location,Azkabel,location,references
Magocrazia di Nü,location,Daragoss,location,references
Magocrazia di Nü,location,Azkabel,location,references
Magocrazia di Nü,location,Città di Nü,location,references
Neir,location,neir_map.jpg,unknown,references
Oasi di Zey,location,wiloi,unknown,references
Oasi di Zey,location,karevi,unknown,references
Oasi di Zey,location,elfi,unknown,references
Oasi di Zey,location,nani,unknown,references
Oasi di Zey,location,umani,unknown,references
Oasi di Zey,location,halfling,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,Neir,location,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,Pianure di Xanesh,location,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,Tenebris,deity_or_faction,references
Oasi di Zey,location,Pianure di Xanesh,location,references
Oasi di Zey,location,Gundazar,location,references
Oasi di Zey,location,Gundazar,location,references
Oasi di Zey,location,Gundazar,location,references
Oasi di Zey,location,urakian,unknown,references
Oasi di Zey,location,karevi,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,Pianure di Xanesh,location,references
Oasi di Zey,location,Gundazar,location,references
Oasi di Zey,location,Gundazar,location,references
Oasi di Zey,location,Gundazar,location,references
Oasi di Zey,location,Lanie,deity_or_faction,references
Oasi di Zey,location,urakian,unknown,references
Oasi di Zey,location,gnomi,unknown,references
Oasi di Zey,location,Karevi,ancestry,references
Oasi di Zey,location,Dominio delle Trame,location,references
Oasi di Zey,location,Pianure di Xanesh,location,references
Oasi di Zey,location,Öuin,location,references
Oasi di Zey,location,Mendulia's Rock,location,references
Oasi di Zey,location,Gundazar,location,references
Oasi di Zey,location,giorni,unknown,references
Oasi di Zey,location,Tenebris,deity_or_faction,references
Oasi di Zey,location,Doomkhan,deity_or_faction,references
Oasi di Zey,location,Neir,location,references
Oasi di Zey,location,Cenere di Lanie,location,references
Oasi di Zey,location,Pianure di Xanesh,location,references
Oasi di Zey,location,Neir,location,references
Oasi di Zey,location,Pianure di Xanesh,location,references
Oasi di Zey,location,Piramide del Dio Dimenticato,location,references
Oasi di Zey,location,Scuola degli Specchi,location,references
Oasi di Zey,location,La Taverna Sommersa,location,references
Oasi di Zey,location,Giardino degli Dei,location,references
Oasi di Zey,location,Le Mura Invalicabili,location,references
Oasi di Zey,location,Fadranstaff,deity_or_faction,references
Oasi di Zey,location,Rakilia,npc,references
Pianure di Xanesh,location,Adraoos,deity_or_faction,references
Pianure di Xanesh,location,Adraoos,deity_or_faction,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Valle Nuvolosa,location,references
Pianure di Xanesh,location,Mubunash,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Mubunash,location,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Neir,location,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Magocrazia di Nü,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Neir,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Neir,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Mubunash,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Mubunash,location,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Magocrazia di Nü,location,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Neir,location,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Città delle Palafitte,unknown,references
Pianure di Xanesh,location,Elspet,unknown,references
Pianure di Xanesh,location,Aman'raith,unknown,references
Pianure di Xanesh,location,Varshold,unknown,references
Pianure di Xanesh,location,Nuzagaal,deity_or_faction,references
Pianure di Xanesh,location,Kustaza,unknown,references
Pianure di Xanesh,location,karevi,unknown,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Uskar,unknown,references
Pianure di Xanesh,location,Mubunash,location,references
Pianure di Xanesh,location,Belzifer,unknown,references
Pianure di Xanesh,location,Gundazar,location,references
Pianure di Xanesh,location,Mubunash,location,references
Pianure di Xanesh,location,Garod,deity_or_faction,references
Pianure di Xanesh,location,Darkfiame,unknown,references
Pianure di Xanesh,location,Krea,deity_or_faction,references
Pianure di Xanesh,location,Città delle Palafitte,unknown,references
Pianure di Xanesh,location,Glumdrung,deity_or_faction,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Mubunash,location,references
Pianure di Xanesh,location,Milford,location,references
Pianure di Xanesh,location,Oscura chiesa di Tenebris,unknown,references
Pianure di Xanesh,location,Hulbert,npc,references
Pianure di Xanesh,location,Tenebris,deity_or_faction,references
Pianure di Xanesh,location,Neir,location,references
Pianure di Xanesh,location,Pianure di Xanesh,location,references
Pianure di Xanesh,location,Mubunash,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Nuzagaal,deity_or_faction,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Magocrazia di Nü,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,wiloi,unknown,references
Repubblica di Mendulia’s Rock,location,Baia di Redoro,location,references
Repubblica di Mendulia’s Rock,location,Neir,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Neir,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Gundazar,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Gundazar,location,references
Repubblica di Mendulia’s Rock,location,Magocrazia di Nü,location,references
Repubblica di Mendulia’s Rock,location,Gundazar,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Impero delle Terre Nascoste,location,references
Repubblica di Mendulia’s Rock,location,Neir,location,references
Repubblica di Mendulia’s Rock,location,Baia di Redoro,location,references
Repubblica di Mendulia’s Rock,location,Provincia di Petralta,location,references
Repubblica di Mendulia’s Rock,location,Impero delle Terre Nascoste,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Dardi Sanguinanti,unknown,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Magocrazia di Nü,location,references
Repubblica di Mendulia’s Rock,location,Neir,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Neir,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Gundazar,location,references
Repubblica di Mendulia’s Rock,location,Neir,location,references
Repubblica di Mendulia’s Rock,location,Repubblica di Mendulia’s Rock,location,references
Repubblica di Mendulia’s Rock,location,Neir,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Forte Arundex,location,references
Repubblica di Mendulia’s Rock,location,elfi,unknown,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Forte Arundex,location,references
Repubblica di Mendulia’s Rock,location,Mubunash,location,references
Repubblica di Mendulia’s Rock,location,Mendulia's Rock,location,references
Repubblica di Mendulia’s Rock,location,Maskarr,deity_or_faction,references
Repubblica di Mendulia’s Rock,location,Bruin Ashcroft,npc,references
Repubblica di Mendulia’s Rock,location,Dardi Sanguinanti,unknown,references
Repubblica di Mendulia’s Rock,location,Baia di Redoro,location,references
Repubblica di Mendulia’s Rock,location,Ippodromo,location,references
Valle Nuvolosa,location,Ludreq,location,references
Valle Nuvolosa,location,Pahr,location,references
Valle Nuvolosa,location,selva Infestata di Mysteria,unknown,references
Valle Nuvolosa,location,Campo Geyser,location,references
Valli dei Giganti,location,giganti,unknown,references
Valli dei Giganti,location,giganti,unknown,references
Valli dei Giganti,location,giganti,unknown,references
Valli dei Giganti,location,Neir,location,references
Valli dei Giganti,location,giganti,unknown,references
Valli dei Giganti,location,Pianure di Xanesh,location,references
Valli dei Giganti,location,giganti,unknown,references
Valli dei Giganti,location,Neir,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Valli dei Giganti,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Mendulia's Rock,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Neir,location,references
Valli dei Giganti,location,urakian,unknown,references
Valli dei Giganti,location,Cenere di Lanie,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Fort Arundex,unknown,references
Valli dei Giganti,location,Mendulia's Rock,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Gundazar,location,references
Valli dei Giganti,location,Mendulia's Rock,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Unthamarand,deity_or_faction,references
Valli dei Giganti,location,Nuzagaal,deity_or_faction,references
Valli dei Giganti,location,Unthamarand,deity_or_faction,references
Valli dei Giganti,location,Iliar,deity_or_faction,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,giganti,unknown,references
Valli dei Giganti,location,Lago delle Quattro Braccia,location,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Wündarka,unknown,references
Valli dei Giganti,location,Forte Arundex,location,references
Valli dei Giganti,location,Rowzrugu,npc,references
Valli dei Giganti,location,Buhragath,npc,references
Verde Foresta,location,Cenere di Lanie,location,references
Verde Foresta,location,Valle Nuvolosa,location,references
Verde Foresta,location,Verde Foresta,location,references
Verde Foresta,location,Verde Foresta,location,references
Verde Foresta,location,Aman'Raith,location,references
Verde Foresta,location,Verde Foresta,location,references
Verde Foresta,location,Verde Foresta,location,references
Verde Foresta,location,Verde Foresta,location,references
Verde Foresta,location,Cenere di Lanie,location,references
Verde Foresta,location,Valle Nuvolosa,location,references
Verde Foresta,location,Aman'Raith,location,references
Verde Foresta,location,Neir,location,references
Verde Foresta,location,Landa di Edeber,location,references
Verde Foresta,location,Gundazar,location,references
Verde Foresta,location,Neir,location,references
Verde Foresta,location,Iliar,deity_or_faction,references
Verde Foresta,location,Fahrn,npc,references
Verde Foresta,location,Gundazar,location,references
Elfi di Dor,ancestry,wiloi,unknown,references
Elfi di Dor,ancestry,Neir,location,references
Elfi di Dor,ancestry,umani,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Landa di Edeber,location,references
Elfi di Dor,ancestry,Lanie,deity_or_faction,references
Elfi di Dor,ancestry,Lanie,deity_or_faction,references
Elfi di Dor,ancestry,Lanie,deity_or_faction,references
Elfi di Dor,ancestry,Lanie,deity_or_faction,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Landa di Edeber,location,references
Elfi di Dor,ancestry,Mendulia's Rock,location,references
Elfi di Dor,ancestry,Dor,unknown,references
Elfi di Dor,ancestry,Città Torre di Meth,unknown,references
Elfi di Dor,ancestry,Città Torre di Meth,unknown,references
Elfi di Dor,ancestry,Elunas,unknown,references
Elfi di Dor,ancestry,Nore Aad,unknown,references
Elfi di Dor,ancestry,Fjord,unknown,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,umani,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Neir,location,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,umani,unknown,references
Elfi di Dor,ancestry,Elunas,unknown,references
Elfi di Dor,ancestry,Fjord,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Valle Nuvolosa,location,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,Città Torre di Meth,unknown,references
Elfi di Dor,ancestry,Fjord,unknown,references
Elfi di Dor,ancestry,Valle Nuvolosa,location,references
Elfi di Dor,ancestry,Hultuaar,unknown,references
Elfi di Dor,ancestry,Adzanaklorss,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Adzanaklorss,unknown,references
Elfi di Dor,ancestry,Oruth,unknown,references
Elfi di Dor,ancestry,Nuiwlf,unknown,references
Elfi di Dor,ancestry,Xodrodoth,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Adzanaklorss,unknown,references
Elfi di Dor,ancestry,elfi di Dor,unknown,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Valle Nuvolosa,location,references
Elfi di Dor,ancestry,Elfi,ancestry,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Elunas,unknown,references
Elfi di Dor,ancestry,Nore Aad,unknown,references
Elfi di Dor,ancestry,Gundazar,location,references
Elfi di Dor,ancestry,Nore Aad,unknown,references
Elfi di Dor,ancestry,umani,unknown,references
Elfi di Dor,ancestry,Meth,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Impero delle Terre Nascoste,location,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Città Torre di Meth,unknown,references
Elfi di Dor,ancestry,Neir,location,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Dor,unknown,references
Elfi di Dor,ancestry,Elunas,unknown,references
Elfi di Dor,ancestry,Fjord,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Magocrazia di Nü,location,references
Elfi di Dor,ancestry,wiloi,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Magocrazia di Nü,location,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Dor,unknown,references
Elfi di Dor,ancestry,Città Torre di Meth,unknown,references
Elfi di Dor,ancestry,Elfi,ancestry,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,umani,unknown,references
Elfi di Dor,ancestry,Neir,location,references
Elfi di Dor,ancestry,Elunas,unknown,references
Elfi di Dor,ancestry,Fjord,unknown,references
Elfi di Dor,ancestry,Dor,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,Meth,unknown,references
Elfi di Dor,ancestry,Meth,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Valle Nuvolosa,location,references
Elfi di Dor,ancestry,Hultuaar,unknown,references
Elfi di Dor,ancestry,Adzanaklorss,unknown,references
Elfi di Dor,ancestry,Adzanaklorss,unknown,references
Elfi di Dor,ancestry,Oruth,unknown,references
Elfi di Dor,ancestry,Nuiwlf,unknown,references
Elfi di Dor,ancestry,Xodrodoth,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Elfi,ancestry,references
Elfi di Dor,ancestry,nani,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Elunas,unknown,references
Elfi di Dor,ancestry,Nore Aad,unknown,references
Elfi di Dor,ancestry,Meth,unknown,references
Elfi di Dor,ancestry,Gundazar,location,references
Elfi di Dor,ancestry,Nore Aad,unknown,references
Elfi di Dor,ancestry,Nore Aad,unknown,references
Elfi di Dor,ancestry,Gundazar,location,references
Elfi di Dor,ancestry,klorss,unknown,references
Elfi di Dor,ancestry,Città Torre di Meth,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Magocrazia di Nü,location,references
Elfi di Dor,ancestry,Dor,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Città di Nü,location,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Dor,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,elfi di Dor,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Lanie,deity_or_faction,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Halthea,deity_or_faction,references
Elfi di Dor,ancestry,Garod,deity_or_faction,references
Elfi di Dor,ancestry,elfi,unknown,references
Elfi di Dor,ancestry,Iliar,deity_or_faction,references
Elfi di Dor,ancestry,Glumdrung,deity_or_faction,references
Elfi di Dor,ancestry,Lurtan,deity_or_faction,references
Hjilaki,ancestry,vampiri,unknown,references
Hjilaki,ancestry,karevi,unknown,references
Hjilaki,ancestry,karevi,unknown,references
Hjilaki,ancestry,vampiri,unknown,references
Hjilaki,ancestry,vampiri,unknown,references
Hjilaki,ancestry,Neir,location,references
Hjilaki,ancestry,01_Lore/Razze_e_Popoli/Vampiro,unknown,references
Hjilaki,ancestry,01_Lore/Razze_e_Popoli/Vampiro,unknown,references
Hjilaki,ancestry,hjilaki,unknown,references
Vampiro,enemy,hjilaki,unknown,references
Vampiro,enemy,hjilaki,unknown,references
Vampiro,enemy,hjilaki,unknown,references
Vampiro,enemy,hjilaki,unknown,references
Vampiro,enemy,Dominio delle Trame,location,references
Vampiro,enemy,hjilaki,unknown,references
Vera Magia,lore,Nebvarasa,unknown,references
Vera Magia,lore,Dimensione dello Spirito,lore,references
Vera Magia,lore,Dimensione della Materia,lore,references
Vera Magia,lore,Vetta delle Anime,location,references
Vera Magia,lore,Nebvarasa,unknown,references
Vera Magia,lore,Yolam'hra,unknown,references
Vera Magia,lore,Hadaknaton,unknown,references
Vera Magia,lore,Zuyndar,unknown,references
Vera Magia,lore,Dimensione della Materia,lore,references
Vera Magia,lore,Rengaria,location,references
Ali del Radioso Martirio,artifact,Pasted image 20260712014522.png,unknown,references
Ali del Radioso Martirio,artifact,Fadranstaff,deity_or_faction,references
Ali del Radioso Martirio,artifact,Garod,deity_or_faction,references
Ali del Radioso Martirio,artifact,Fadranstaff,deity_or_faction,references
Amuleto dell'Investigatore,artifact,Rengaria,location,references
Anelli degli Elementi,artifact,Pasted image 20260712140604.png,unknown,references
Anelli degli Elementi,artifact,Neir,location,references
Balestre della Vita e della Morte,artifact,Pasted image 20260712140552.png,unknown,references
Balestre della Vita e della Morte,artifact,Hedd,npc,references
Bastone della Misericordia,artifact,Pasted image 20260712140541.png,unknown,references
Bastone della Misericordia,artifact,Fadranstaff,deity_or_faction,references
Bastone della Misericordia,artifact,Rengaria,location,references
Bastone della Misericordia,artifact,Dimensione della Materia,lore,references
Bestia Sacra Eneli,artifact,Pasted image 20260712122123.png,unknown,references
Bestia Sacra Eneli,artifact,Nebvarasa,unknown,references
Bestia Sacra Eneli,artifact,Lurtan,deity_or_faction,references
Binocolo della Preveggenza,artifact,Pasted image 20260712140520.png,unknown,references
Binocolo della Preveggenza,artifact,Doomkhan,deity_or_faction,references
Bracciale dell'Oltredove,artifact,Pasted image 20260712133935.png,unknown,references
Bracciale dell'Oltredove,artifact,Dimensione della Materia,lore,references
Bracciale dell'Oltredove,artifact,Zuyndar,unknown,references
Bracciale delle Molte Forme,artifact,Pasted image 20260712133843.png,unknown,references
Bracciale Sulfureo,artifact,Pasted image 20260712134221.png,unknown,references
Bracciale Sulfureo,artifact,Tenebris,deity_or_faction,references
Bracciale Sulfureo,artifact,Garod,deity_or_faction,references
Bracciale Sulfureo,artifact,Dimensione della Materia,lore,references
Chevya' La Bestia,artifact,Pasted image 20260712135136.png,unknown,references
Chevya' La Bestia,artifact,Halthea,deity_or_faction,references
Chevya' La Bestia,artifact,Neir,location,references
Chevya' La Bestia,artifact,Nuzagaal,deity_or_faction,references
Collana del Distruttore,artifact,Pasted image 20260712140006.png,unknown,references
Collana del Distruttore,artifact,Nuzagaal,deity_or_faction,references
Collana del Distruttore,artifact,Nuzagaal,deity_or_faction,references
Collana del Mutaforma,artifact,Pasted image 20260712140244.png,unknown,references
Cormaglio,artifact,Pasted image 20260712140924.png,unknown,references
Cuore Divino,artifact,Dimensione della Materia,lore,references
Demone X,artifact,Pasted image 20260712141553.png,unknown,references
Demone X,artifact,Neir,location,references
Dozhdboli il Nero Flagello,artifact,Pasted image 20260712142508.png,unknown,references
Dozhdboli il Nero Flagello,artifact,Garod,deity_or_faction,references
Dozhdboli il Nero Flagello,artifact,Garod,deity_or_faction,references
Dustsceawung,artifact,Nebvarasa,unknown,references
Dustsceawung,artifact,Rionnag'hra,unknown,references
Dustsceawung,artifact,Rengaria,location,references
Dustsceawung,artifact,Rionnag'hra,unknown,references
Dustsceawung,artifact,Rionnag'hra,unknown,references
Dustsceawung,artifact,Rionnag'hra,unknown,references
Dustsceawung,artifact,Rionnag'hra,unknown,references
Egida del Rogo,artifact,Bakraag,deity_or_faction,references
Egida del Rogo,artifact,Dimensione dello Spirito,lore,references
Egida del Rogo,artifact,Neir,location,references
Egida del Rogo,artifact,Belzifer,unknown,references
Egida del Rogo,artifact,Bakraag,deity_or_faction,references
Egida del Rogo,artifact,Bakraag,deity_or_faction,references
Elmo del Fante Demoniaco,artifact,Demien,deity_or_faction,references
Elmo di Gwynplaine,artifact,Pasted image 20260712144725.png,unknown,references
Elmo di Gwynplaine,artifact,Demien,deity_or_faction,references
Elmo di Gwynplaine,artifact,Demien,deity_or_faction,references
Elmo di Gwynplaine,artifact,Demien,deity_or_faction,references
Elmo di Gwynplaine,artifact,Neir,location,references
Elmo di Gwynplaine,artifact,Neir,location,references
Fante Demoniaco,artifact,Pasted image 20260712145107.png,unknown,references
Fante Demoniaco,artifact,Elmo del Fante Demoniaco,artifact,references
Foglia di Iliar,artifact,Iliar,deity_or_faction,references
Foglia di Iliar,artifact,elfi,unknown,references
Foglia di Iliar,artifact,Neir,location,references
Foglia di Iliar,artifact,Iliar,deity_or_faction,references
Foglia di Iliar,artifact,Iliar,deity_or_faction,references
Foglia di Iliar,artifact,Iliar,deity_or_faction,references
Foglia di Iliar,artifact,Iliar,deity_or_faction,references
Foglia di Iliar,artifact,Iliar,deity_or_faction,references
Foglia di Iliar,artifact,Iliar,deity_or_faction,references
Foglia di Iliar,artifact,Iliar,deity_or_faction,references
Frullatore (danneggiato),artifact,Pasted image 20260712183613.png,unknown,references
Frusta Fiammeggiante,artifact,Pasted image 20260712184002.png,unknown,references
Frusta Fiammeggiante,artifact,Tenebris,deity_or_faction,references
Frusta Fiammeggiante,artifact,Città Senza Nome,unknown,references
Frusta Fiammeggiante,artifact,Neir,location,references
Frusta Fiammeggiante,artifact,karevi,unknown,references
Frusta Fiammeggiante,artifact,Bakraag,deity_or_faction,references
Frusta Fiammeggiante,artifact,Unthamarand,deity_or_faction,references
Gemma del Mana Perpetuo,artifact,klorss,unknown,references
Gemma del Mana Perpetuo,artifact,Dor,unknown,references
Gemma del Mana Perpetuo,artifact,elfi,unknown,references
Gemma del Mana Perpetuo,artifact,elfi,unknown,references
Gemma del Mana Perpetuo,artifact,Città Torre di Meth,unknown,references
Gemma del Mana Perpetuo,artifact,klorss,unknown,references
Gemma del Mana Perpetuo,artifact,Reame di Dor,unknown,references
Infallibile Cristallo del Fato,artifact,Doomkhan,deity_or_faction,references
Infallibile Cristallo del Fato,artifact,Notte Eterna,lore,references
Infallibile Cristallo del Fato,artifact,Gundazar,location,references
K'idusi Seyifi Mak'at'eli,artifact,Laon,deity_or_faction,references
K'idusi Seyifi Mak'at'eli,artifact,Guerra Celeste,lore,references
