source,target,relationship
Oasi di Zey,La Taverna Sommersa,wiki_link
Oasi di Zey,Giardino degli Dei,wiki_link
Oasi di Zey,Le Mura Invalicabili,wiki_link
Oasi di Zey,Fadranstaff,wiki_link
Oasi di Zey,Rakilia,wiki_link
Pianure di Xanesh,Adraoos,wiki_link
Pianure di Xanesh,Adraoos,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Valle Nuvolosa,wiki_link
Pianure di Xanesh,Mubunash,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Mubunash,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Neir,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Magocrazia di Nü,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Neir,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Neir,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Mubunash,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Mubunash,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Magocrazia di Nü,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Neir,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Città delle Palafitte,wiki_link
Pianure di Xanesh,Elspet,wiki_link
Pianure di Xanesh,Aman'raith,wiki_link
Pianure di Xanesh,Varshold,wiki_link
Pianure di Xanesh,Nuzagaal,wiki_link
Pianure di Xanesh,Kustaza,wiki_link
Pianure di Xanesh,karevi,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Uskar,wiki_link
Pianure di Xanesh,Mubunash,wiki_link
Pianure di Xanesh,Belzifer,wiki_link
Pianure di Xanesh,Gundazar,wiki_link
Pianure di Xanesh,Mubunash,wiki_link
Pianure di Xanesh,Garod,wiki_link
Pianure di Xanesh,Darkfiame,wiki_link
Pianure di Xanesh,Krea,wiki_link
Pianure di Xanesh,Città delle Palafitte,wiki_link
Pianure di Xanesh,Glumdrung,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Mubunash,wiki_link
Pianure di Xanesh,Milford,wiki_link
Pianure di Xanesh,Oscura chiesa di Tenebris,wiki_link
Pianure di Xanesh,Hulbert,wiki_link
Pianure di Xanesh,Tenebris,wiki_link
Pianure di Xanesh,Neir,wiki_link
Pianure di Xanesh,Pianure di Xanesh,wiki_link
Pianure di Xanesh,Mubunash,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Nuzagaal,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Magocrazia di Nü,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,wiloi,wiki_link
Repubblica di Mendulia’s Rock,Baia di Redoro,wiki_link
Repubblica di Mendulia’s Rock,Neir,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Neir,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Gundazar,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Gundazar,wiki_link
Repubblica di Mendulia’s Rock,Magocrazia di Nü,wiki_link
Repubblica di Mendulia’s Rock,Gundazar,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Impero delle Terre Nascoste,wiki_link
Repubblica di Mendulia’s Rock,Neir,wiki_link
Repubblica di Mendulia’s Rock,Baia di Redoro,wiki_link
Repubblica di Mendulia’s Rock,Provincia di Petralta,wiki_link
Repubblica di Mendulia’s Rock,Impero delle Terre Nascoste,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Dardi Sanguinanti,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Magocrazia di Nü,wiki_link
Repubblica di Mendulia’s Rock,Neir,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Neir,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Gundazar,wiki_link
Repubblica di Mendulia’s Rock,Neir,wiki_link
Repubblica di Mendulia’s Rock,Repubblica di Mendulia’s Rock,wiki_link
Repubblica di Mendulia’s Rock,Neir,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Forte Arundex,wiki_link
Repubblica di Mendulia’s Rock,elfi,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Forte Arundex,wiki_link
Repubblica di Mendulia’s Rock,Mubunash,wiki_link
Repubblica di Mendulia’s Rock,Mendulia's Rock,wiki_link
Repubblica di Mendulia’s Rock,Maskarr,wiki_link
Repubblica di Mendulia’s Rock,Bruin Ashcroft,wiki_link
Repubblica di Mendulia’s Rock,Dardi Sanguinanti,wiki_link
Repubblica di Mendulia’s Rock,Baia di Redoro,wiki_link
Repubblica di Mendulia’s Rock,Ippodromo,wiki_link
Valle Nuvolosa,Ludreq,wiki_link
Valle Nuvolosa,Pahr,wiki_link
Valle Nuvolosa,selva Infestata di Mysteria,wiki_link
Valle Nuvolosa,Campo Geyser,wiki_link
Valli dei Giganti,giganti,wiki_link
Valli dei Giganti,giganti,wiki_link
Valli dei Giganti,giganti,wiki_link
Valli dei Giganti,Neir,wiki_link
Valli dei Giganti,giganti,wiki_link
Valli dei Giganti,Pianure di Xanesh,wiki_link
Valli dei Giganti,giganti,wiki_link
Valli dei Giganti,Neir,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Valli dei Giganti,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Mendulia's Rock,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Neir,wiki_link
Valli dei Giganti,urakian,wiki_link
Valli dei Giganti,Cenere di Lanie,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Fort Arundex,wiki_link
Valli dei Giganti,Mendulia's Rock,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Gundazar,wiki_link
Valli dei Giganti,Mendulia's Rock,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Unthamarand,wiki_link
Valli dei Giganti,Nuzagaal,wiki_link
Valli dei Giganti,Unthamarand,wiki_link
Valli dei Giganti,Iliar,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,giganti,wiki_link
Valli dei Giganti,Lago delle Quattro Braccia,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Wündarka,wiki_link
Valli dei Giganti,Forte Arundex,wiki_link
Valli dei Giganti,Rowzrugu,wiki_link
Valli dei Giganti,Buhragath,wiki_link
Verde Foresta,Cenere di Lanie,wiki_link
Verde Foresta,Valle Nuvolosa,wiki_link
Verde Foresta,Verde Foresta,wiki_link
Verde Foresta,Verde Foresta,wiki_link
Verde Foresta,Aman'Raith,wiki_link
Verde Foresta,Verde Foresta,wiki_link
Verde Foresta,Verde Foresta,wiki_link
Verde Foresta,Verde Foresta,wiki_link
Verde Foresta,Cenere di Lanie,wiki_link
Verde Foresta,Valle Nuvolosa,wiki_link
Verde Foresta,Aman'Raith,wiki_link
Verde Foresta,Neir,wiki_link
Verde Foresta,Landa di Edeber,wiki_link
Verde Foresta,Gundazar,wiki_link
Verde Foresta,Neir,wiki_link
Verde Foresta,Iliar,wiki_link
Verde Foresta,Fahrn,wiki_link
Verde Foresta,Gundazar,wiki_link
Elfi di Dor,wiloi,wiki_link
Elfi di Dor,Neir,wiki_link
Elfi di Dor,umani,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Landa di Edeber,wiki_link
Elfi di Dor,Lanie,wiki_link
Elfi di Dor,Lanie,wiki_link
Elfi di Dor,Lanie,wiki_link
Elfi di Dor,Lanie,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Landa di Edeber,wiki_link
Elfi di Dor,Mendulia's Rock,wiki_link
Elfi di Dor,Dor,wiki_link
Elfi di Dor,Città Torre di Meth,wiki_link
Elfi di Dor,Città Torre di Meth,wiki_link
Elfi di Dor,Elunas,wiki_link
Elfi di Dor,Nore Aad,wiki_link
Elfi di Dor,Fjord,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,umani,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Neir,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,umani,wiki_link
Elfi di Dor,Elunas,wiki_link
Elfi di Dor,Fjord,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Valle Nuvolosa,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,Città Torre di Meth,wiki_link
Elfi di Dor,Fjord,wiki_link
Elfi di Dor,Valle Nuvolosa,wiki_link
Elfi di Dor,Hultuaar,wiki_link
Elfi di Dor,Adzanaklorss,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Adzanaklorss,wiki_link
Elfi di Dor,Oruth,wiki_link
Elfi di Dor,Nuiwlf,wiki_link
Elfi di Dor,Xodrodoth,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Adzanaklorss,wiki_link
Elfi di Dor,elfi di Dor,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Valle Nuvolosa,wiki_link
Elfi di Dor,Elfi,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Elunas,wiki_link
Elfi di Dor,Nore Aad,wiki_link
Elfi di Dor,Gundazar,wiki_link
Elfi di Dor,Nore Aad,wiki_link
Elfi di Dor,umani,wiki_link
Elfi di Dor,Meth,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Impero delle Terre Nascoste,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Città Torre di Meth,wiki_link
Elfi di Dor,Neir,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Dor,wiki_link
Elfi di Dor,Elunas,wiki_link
Elfi di Dor,Fjord,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Magocrazia di Nü,wiki_link
Elfi di Dor,wiloi,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Magocrazia di Nü,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Dor,wiki_link
Elfi di Dor,Città Torre di Meth,wiki_link
Elfi di Dor,Elfi,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,umani,wiki_link
Elfi di Dor,Neir,wiki_link
Elfi di Dor,Elunas,wiki_link
Elfi di Dor,Fjord,wiki_link
Elfi di Dor,Dor,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,Meth,wiki_link
Elfi di Dor,Meth,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Valle Nuvolosa,wiki_link
Elfi di Dor,Hultuaar,wiki_link
Elfi di Dor,Adzanaklorss,wiki_link
Elfi di Dor,Adzanaklorss,wiki_link
Elfi di Dor,Oruth,wiki_link
Elfi di Dor,Nuiwlf,wiki_link
Elfi di Dor,Xodrodoth,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Elfi,wiki_link
Elfi di Dor,nani,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Elunas,wiki_link
Elfi di Dor,Nore Aad,wiki_link
Elfi di Dor,Meth,wiki_link
Elfi di Dor,Gundazar,wiki_link
Elfi di Dor,Nore Aad,wiki_link
Elfi di Dor,Nore Aad,wiki_link
Elfi di Dor,Gundazar,wiki_link
Elfi di Dor,klorss,wiki_link
Elfi di Dor,Città Torre di Meth,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Magocrazia di Nü,wiki_link
Elfi di Dor,Dor,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Città di Nü,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Dor,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,elfi di Dor,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Lanie,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Halthea,wiki_link
Elfi di Dor,Garod,wiki_link
Elfi di Dor,elfi,wiki_link
Elfi di Dor,Iliar,wiki_link
Elfi di Dor,Glumdrung,wiki_link
Elfi di Dor,Lurtan,wiki_link
Hjilaki,vampiri,wiki_link
Hjilaki,karevi,wiki_link
Hjilaki,karevi,wiki_link
Hjilaki,vampiri,wiki_link
Hjilaki,vampiri,wiki_link
Hjilaki,Neir,wiki_link
Hjilaki,01_Lore/Razze_e_Popoli/Vampiro,wiki_link
Hjilaki,01_Lore/Razze_e_Popoli/Vampiro,wiki_link
Hjilaki,hjilaki,wiki_link
Vampiro,hjilaki,wiki_link
Vampiro,hjilaki,wiki_link
Vampiro,hjilaki,wiki_link
Vampiro,hjilaki,wiki_link
Vampiro,Dominio delle Trame,wiki_link
Vampiro,hjilaki,wiki_link
Vera Magia,Nebvarasa,wiki_link
Vera Magia,Dimensione dello Spirito,wiki_link
Vera Magia,Dimensione della Materia,wiki_link
Vera Magia,Vetta delle Anime,wiki_link
Vera Magia,Nebvarasa,wiki_link
Vera Magia,Yolam'hra,wiki_link
Vera Magia,Hadaknaton,wiki_link
Vera Magia,Zuyndar,wiki_link
Vera Magia,Dimensione della Materia,wiki_link
Vera Magia,Rengaria,wiki_link
Ali del Radioso Martirio,Pasted image 20260712014522.png,wiki_link
Ali del Radioso Martirio,Fadranstaff,wiki_link
Ali del Radioso Martirio,Garod,wiki_link
Ali del Radioso Martirio,Fadranstaff,wiki_link
Amuleto dell'Investigatore,Rengaria,wiki_link
Anelli degli Elementi,Pasted image 20260712140604.png,wiki_link
Anelli degli Elementi,Neir,wiki_link
Balestre della Vita e della Morte,Pasted image 20260712140552.png,wiki_link
Balestre della Vita e della Morte,Hedd,wiki_link
Bastone della Misericordia,Pasted image 20260712140541.png,wiki_link
Bastone della Misericordia,Fadranstaff,wiki_link
Bastone della Misericordia,Rengaria,wiki_link
Bastone della Misericordia,Dimensione della Materia,wiki_link
Bestia Sacra Eneli,Pasted image 20260712122123.png,wiki_link
Bestia Sacra Eneli,Nebvarasa,wiki_link
Bestia Sacra Eneli,Lurtan,wiki_link
Binocolo della Preveggenza,Pasted image 20260712140520.png,wiki_link
Binocolo della Preveggenza,Doomkhan,wiki_link
Bracciale dell'Oltredove,Pasted image 20260712133935.png,wiki_link
Bracciale dell'Oltredove,Dimensione della Materia,wiki_link
Bracciale dell'Oltredove,Zuyndar,wiki_link
Bracciale delle Molte Forme,Pasted image 20260712133843.png,wiki_link
Bracciale Sulfureo,Pasted image 20260712134221.png,wiki_link
Bracciale Sulfureo,Tenebris,wiki_link
Bracciale Sulfureo,Garod,wiki_link
Bracciale Sulfureo,Dimensione della Materia,wiki_link
Chevya' La Bestia,Pasted image 20260712135136.png,wiki_link
Chevya' La Bestia,Halthea,wiki_link
Chevya' La Bestia,Neir,wiki_link
Chevya' La Bestia,Nuzagaal,wiki_link
Collana del Distruttore,Pasted image 20260712140006.png,wiki_link
Collana del Distruttore,Nuzagaal,wiki_link
Collana del Distruttore,Nuzagaal,wiki_link
Collana del Mutaforma,Pasted image 20260712140244.png,wiki_link
Cormaglio,Pasted image 20260712140924.png,wiki_link
Cuore Divino,Dimensione della Materia,wiki_link
Demone X,Pasted image 20260712141553.png,wiki_link
Demone X,Neir,wiki_link
Dozhdboli il Nero Flagello,Pasted image 20260712142508.png,wiki_link
Dozhdboli il Nero Flagello,Garod,wiki_link
Dozhdboli il Nero Flagello,Garod,wiki_link
Dustsceawung,Nebvarasa,wiki_link
Dustsceawung,Rionnag'hra,wiki_link
Dustsceawung,Rengaria,wiki_link
Dustsceawung,Rionnag'hra,wiki_link
Dustsceawung,Rionnag'hra,wiki_link
Dustsceawung,Rionnag'hra,wiki_link
Dustsceawung,Rionnag'hra,wiki_link
Egida del Rogo,Bakraag,wiki_link
Egida del Rogo,Dimensione dello Spirito,wiki_link
Egida del Rogo,Neir,wiki_link
Egida del Rogo,Belzifer,wiki_link
Egida del Rogo,Bakraag,wiki_link
Egida del Rogo,Bakraag,wiki_link
Elmo del Fante Demoniaco,Demien,wiki_link
Elmo di Gwynplaine,Pasted image 20260712144725.png,wiki_link
Elmo di Gwynplaine,Demien,wiki_link
Elmo di Gwynplaine,Demien,wiki_link
Elmo di Gwynplaine,Demien,wiki_link
Elmo di Gwynplaine,Neir,wiki_link
Elmo di Gwynplaine,Neir,wiki_link
Fante Demoniaco,Pasted image 20260712145107.png,wiki_link
Fante Demoniaco,Elmo del Fante Demoniaco,wiki_link
Foglia di Iliar,Iliar,wiki_link
Foglia di Iliar,elfi,wiki_link
Foglia di Iliar,Neir,wiki_link
Foglia di Iliar,Iliar,wiki_link
Foglia di Iliar,Iliar,wiki_link
Foglia di Iliar,Iliar,wiki_link
Foglia di Iliar,Iliar,wiki_link
Foglia di Iliar,Iliar,wiki_link
Foglia di Iliar,Iliar,wiki_link
Foglia di Iliar,Iliar,wiki_link
Frullatore (danneggiato),Pasted image 20260712183613.png,wiki_link
Frusta Fiammeggiante,Pasted image 20260712184002.png,wiki_link
Frusta Fiammeggiante,Tenebris,wiki_link
Frusta Fiammeggiante,Città Senza Nome,wiki_link
Frusta Fiammeggiante,Neir,wiki_link
Frusta Fiammeggiante,karevi,wiki_link
Frusta Fiammeggiante,Bakraag,wiki_link
Frusta Fiammeggiante,Unthamarand,wiki_link
Gemma del Mana Perpetuo,klorss,wiki_link
Gemma del Mana Perpetuo,Dor,wiki_link
Gemma del Mana Perpetuo,elfi,wiki_link
Gemma del Mana Perpetuo,elfi,wiki_link
Gemma del Mana Perpetuo,Città Torre di Meth,wiki_link
Gemma del Mana Perpetuo,klorss,wiki_link
Gemma del Mana Perpetuo,Reame di Dor,wiki_link
Infallibile Cristallo del Fato,Doomkhan,wiki_link
Infallibile Cristallo del Fato,Notte Eterna,wiki_link
Infallibile Cristallo del Fato,Gundazar,wiki_link
K'idusi Seyifi Mak'at'eli,Laon,wiki_link
K'idusi Seyifi Mak'at'eli,Guerra Celeste,wiki_link
K'idusi Seyifi Mak'at'eli,Fadranstaff,wiki_link
K'idusi Seyifi Mak'at'eli,Laon,wiki_link
Kanptazu,Laon,wiki_link
Kanptazu,Demien,wiki_link
Kanptazu,Demien,wiki_link
Kanptazu,Neir,wiki_link
Kanptazu,Laon,wiki_link
Kanptazu,Rengaria,wiki_link
La Senza Peso,Pasted image 20260713135452.png,wiki_link
La Senza Peso,Laon,wiki_link
La Senza Peso,Laon,wiki_link
La Senza Peso,Dimensione della Materia,wiki_link
Lacrime Celesti,Neir,wiki_link
Lacrime Celesti,Rengaria,wiki_link
Lacrime Celesti,Neir,wiki_link
Lama del Sacro Ordine,Pasted image 20260713170124.png,wiki_link
Lama del Sacro Ordine,Halthea,wiki_link
Lama del Sacro Ordine,Halthea,wiki_link
Lama del Sacro Ordine,Neir,wiki_link
Lancia Angelica,Pasted image 20260713170412.png,wiki_link
Lanterna del Becchino,Principato di Darkflame,wiki_link
Lanterna del Becchino,Krea,wiki_link
Lanterna del Becchino,Città Senza Nome,wiki_link
Lanterna del Becchino,Dimensione dello Spirito,wiki_link
Lenti dell'Archivista,Pasted image 20260713170809.png,wiki_link
Malia dell'Infido Gatto,Maskarr,wiki_link
Malia dell'Infido Gatto,Maskarr,wiki_link
Malia dell'Infido Gatto,Maskarr,wiki_link
Malia dell'Infido Gatto,Maskarr,wiki_link
Malia dell'Infido Gatto,Maskarr,wiki_link
Mano di Krea,Pasted image 20260713171358.png,wiki_link
Mano di Krea,Rengaria,wiki_link
Mano di Krea,Maskarr,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Maskarr,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Rengaria,wiki_link
Mano di Krea,Maskarr,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Dimensione della Materia,wiki_link
Mano di Krea,Neir,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Neir,wiki_link
Mano di Krea,Neir,wiki_link
Mano di Krea,cacciatori di meteore,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Maskarr,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Maskarr,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Tempio di Krea,wiki_link
Mano di Krea,Darkflame,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Burocrate Infernale,wiki_link
Mano di Krea,Krea,wiki_link
Mano di Krea,Dimensione della Materia,wiki_link
Mano di Krea,Maskarr,wiki_link
Mano di Krea,Maskarr,wiki_link
Mano di Krea,Krea,wiki_link
Mantello dei Venti,Adraoos,wiki_link
Mantello dei Venti,Neir,wiki_link
Mantello dell'Inconsistenza,Pasted image 20260713181806.png,wiki_link
Matna e la Scatola,Pasted image 20260713182245.png,wiki_link
Matna e la Scatola,gemma del mana perpetuo,wiki_link
Matna e la Scatola,Città Senza Nome,wiki_link
Matna e la Scatola,Tenebris,wiki_link
Mercanti di Meteore,Neir,wiki_link
Mercanti di Meteore,Guerra Celeste,wiki_link
Mercanti di Meteore,Meteore,wiki_link
Mercanti di Meteore,Neir,wiki_link
Mercanti di Meteore,Rengaria,wiki_link
Mercanti di Meteore,cacciatori di meteore,wiki_link
Nindja,Pasted image 20260713182303.png,wiki_link
Nindja,Yolandi,wiki_link
Nindja,Yolandi,wiki_link
Nindja,Demien,wiki_link
Nindja,Yolandi,wiki_link
Nindja,Yolandi,wiki_link
Nindja,Yolandi,wiki_link
Occhio del Demone,Pasted image 20260713183122.png,wiki_link
Occhio del Demone,Cacciatore di Meteore,wiki_link
Occhio del Demone,Neir,wiki_link
Occhio del Demone,Rengaria,wiki_link
Occhio del Demone,Neir,wiki_link
Occhio del Demone,Cacciatore di Meteore,wiki_link
Oppressione Demoniaca,Pasted image 20260713183854.png,wiki_link
Osservatore Celeste,Pasted image 20260713184300.png,wiki_link
Prima Lucis Advehens,Pasted image 20260713185101.png,wiki_link
Prima Lucis Advehens,Laon,wiki_link
Prima Lucis Advehens,Neir,wiki_link
Prima Lucis Advehens,Ghaeler,wiki_link
Prima Lucis Advehens,Ghaeler,wiki_link
Prima Lucis Advehens,Laon,wiki_link
Prima Lucis Advehens,Dominio delle Trame,wiki_link
Psy Bot,Pasted image 20260713184520.png,wiki_link
Psy Bot,Pasted image 20260713184530.png,wiki_link
Psy Bot,Doomkhan,wiki_link
Putto,Pasted image 20260713185502.png,wiki_link
Putto,Azkabel,wiki_link
Putto,Rengaria,wiki_link
Putto,Rengaria,wiki_link
Sfida Celeste,Garod,wiki_link
Sfida Celeste,Neir,wiki_link
Sfida Celeste,Garod,wiki_link
Sfida Celeste,Laon,wiki_link
Sfida Celeste,Neir,wiki_link
Sfida Celeste,Halthea,wiki_link
Teschio del Traditore,Pasted image 20260713185941.png,wiki_link
Teschio del Traditore,Guerra Celeste,wiki_link
Teschio del Traditore,Neir,wiki_link
Teschio del Traditore,Dimensione della Materia,wiki_link
Teschio del Traditore,Rengaria,wiki_link
Tibia di Jonuun,Nuzagaal,wiki_link
Tibia di Jonuun,giganti,wiki_link
Tibia di Jonuun,Guerra Celeste,wiki_link
Tibia di Jonuun,Neir,wiki_link
Tibia di Jonuun,Jonuun,wiki_link
Tibia di Jonuun,Guerra Celeste,wiki_link
Tibia di Jonuun,Nuzagaal,wiki_link
Tibia di Jonuun,Agmund,wiki_link
Tibia di Jonuun,Neir,wiki_link
Tibia di Jonuun,Jonuun,wiki_link
Tridente del Mare Eterno,Pasted image 20260713190340.png,wiki_link
Tridente del Mare Eterno,Glumdrung,wiki_link
Tridente del Mare Eterno,Neir,wiki_link
