name,path,type
Legendary Leather Armor.md,02_Meccaniche_DaggerHeart\Armature\Legendary Leather Armor.md,armor
Monetts Cloak.md,02_Meccaniche_DaggerHeart\Armature\Monetts Cloak.md,armor
Rosewild Armor.md,02_Meccaniche_DaggerHeart\Armature\Rosewild Armor.md,armor
Runes of Fortification.md,02_Meccaniche_DaggerHeart\Armature\Runes of Fortification.md,armor
Runetan Floating Armor.md,02_Meccaniche_DaggerHeart\Armature\Runetan Floating Armor.md,armor
Savior Chainmail.md,02_Meccaniche_DaggerHeart\Armature\Savior Chainmail.md,armor
Spiked Plate Armor.md,02_Meccaniche_DaggerHeart\Armature\Spiked Plate Armor.md,armor
Tyris Soft Armor.md,02_Meccaniche_DaggerHeart\Armature\Tyris Soft Armor.md,armor
Veritas Opal Armor.md,02_Meccaniche_DaggerHeart\Armature\Veritas Opal Armor.md,armor
Aantari Bow.md,02_Meccaniche_DaggerHeart\Armi\Aantari Bow.md,weapon
Advanced Arcane Gauntlets.md,02_Meccaniche_DaggerHeart\Armi\Advanced Arcane Gauntlets.md,weapon
Advanced Battleaxe.md,02_Meccaniche_DaggerHeart\Armi\Advanced Battleaxe.md,weapon
Advanced Broadsword.md,02_Meccaniche_DaggerHeart\Armi\Advanced Broadsword.md,weapon
Advanced Crossbow.md,02_Meccaniche_DaggerHeart\Armi\Advanced Crossbow.md,weapon
Advanced Cutlass.md,02_Meccaniche_DaggerHeart\Armi\Advanced Cutlass.md,weapon
Advanced Dagger.md,02_Meccaniche_DaggerHeart\Armi\Advanced Dagger.md,weapon
Advanced Dualstaff.md,02_Meccaniche_DaggerHeart\Armi\Advanced Dualstaff.md,weapon
Advanced Glowing Rings.md,02_Meccaniche_DaggerHeart\Armi\Advanced Glowing Rings.md,weapon
Advanced Grappler.md,02_Meccaniche_DaggerHeart\Armi\Advanced Grappler.md,weapon
Advanced Greatstaff.md,02_Meccaniche_DaggerHeart\Armi\Advanced Greatstaff.md,weapon
Advanced Greatsword.md,02_Meccaniche_DaggerHeart\Armi\Advanced Greatsword.md,weapon
Advanced Halberd.md,02_Meccaniche_DaggerHeart\Armi\Advanced Halberd.md,weapon
Advanced Hallowed Axe.md,02_Meccaniche_DaggerHeart\Armi\Advanced Hallowed Axe.md,weapon
Advanced Hand Crossbow.md,02_Meccaniche_DaggerHeart\Armi\Advanced Hand Crossbow.md,weapon
Advanced Hand Runes.md,02_Meccaniche_DaggerHeart\Armi\Advanced Hand Runes.md,weapon
Advanced Longbow.md,02_Meccaniche_DaggerHeart\Armi\Advanced Longbow.md,weapon
Advanced Longsword.md,02_Meccaniche_DaggerHeart\Armi\Advanced Longsword.md,weapon
Advanced Mace.md,02_Meccaniche_DaggerHeart\Armi\Advanced Mace.md,weapon
Advanced Quarterstaff.md,02_Meccaniche_DaggerHeart\Armi\Advanced Quarterstaff.md,weapon
Advanced Rapier.md,02_Meccaniche_DaggerHeart\Armi\Advanced Rapier.md,weapon
Advanced Returning Blade.md,02_Meccaniche_DaggerHeart\Armi\Advanced Returning Blade.md,weapon
Advanced Round Shield.md,02_Meccaniche_DaggerHeart\Armi\Advanced Round Shield.md,weapon
Advanced Scepter.md,02_Meccaniche_DaggerHeart\Armi\Advanced Scepter.md,weapon
Advanced Shortbow.md,02_Meccaniche_DaggerHeart\Armi\Advanced Shortbow.md,weapon
Advanced Shortstaff.md,02_Meccaniche_DaggerHeart\Armi\Advanced Shortstaff.md,weapon
Advanced Shortsword.md,02_Meccaniche_DaggerHeart\Armi\Advanced Shortsword.md,weapon
Advanced Small Dagger.md,02_Meccaniche_DaggerHeart\Armi\Advanced Small Dagger.md,weapon
Advanced Spear.md,02_Meccaniche_DaggerHeart\Armi\Advanced Spear.md,weapon
Advanced Tower Shield.md,02_Meccaniche_DaggerHeart\Armi\Advanced Tower Shield.md,weapon
Advanced Wand.md,02_Meccaniche_DaggerHeart\Armi\Advanced Wand.md,weapon
Advanced Warhammer.md,02_Meccaniche_DaggerHeart\Armi\Advanced Warhammer.md,weapon
Advanced Whip.md,02_Meccaniche_DaggerHeart\Armi\Advanced Whip.md,weapon
Arcane Gauntlets.md,02_Meccaniche_DaggerHeart\Armi\Arcane Gauntlets.md,weapon
Axe of Fortunis.md,02_Meccaniche_DaggerHeart\Armi\Axe of Fortunis.md,weapon
Battleaxe.md,02_Meccaniche_DaggerHeart\Armi\Battleaxe.md,weapon
Black Powder Revolver.md,02_Meccaniche_DaggerHeart\Armi\Black Powder Revolver.md,weapon
Bladed Whip.md,02_Meccaniche_DaggerHeart\Armi\Bladed Whip.md,weapon
Blessed Anlace.md,02_Meccaniche_DaggerHeart\Armi\Blessed Anlace.md,weapon
Bloodstaff.md,02_Meccaniche_DaggerHeart\Armi\Bloodstaff.md,weapon
Blunderbuss.md,02_Meccaniche_DaggerHeart\Armi\Blunderbuss.md,weapon
Braveshield.md,02_Meccaniche_DaggerHeart\Armi\Braveshield.md,weapon
Bravesword.md,02_Meccaniche_DaggerHeart\Armi\Bravesword.md,weapon
Broadsword.md,02_Meccaniche_DaggerHeart\Armi\Broadsword.md,weapon
Buckler.md,02_Meccaniche_DaggerHeart\Armi\Buckler.md,weapon
Casting Sword.md,02_Meccaniche_DaggerHeart\Armi\Casting Sword.md,weapon
Crossbow.md,02_Meccaniche_DaggerHeart\Armi\Crossbow.md,weapon
Curved Dagger.md,02_Meccaniche_DaggerHeart\Armi\Curved Dagger.md,weapon
Cutlass.md,02_Meccaniche_DaggerHeart\Armi\Cutlass.md,weapon
Dagger.md,02_Meccaniche_DaggerHeart\Armi\Dagger.md,weapon
Devouring Dagger.md,02_Meccaniche_DaggerHeart\Armi\Devouring Dagger.md,weapon
Double Flail.md,02_Meccaniche_DaggerHeart\Armi\Double Flail.md,weapon
Dual-Ended Sword.md,02_Meccaniche_DaggerHeart\Armi\Dual-Ended Sword.md,weapon
Dualstaff.md,02_Meccaniche_DaggerHeart\Armi\Dualstaff.md,weapon
Ego Blade.md,02_Meccaniche_DaggerHeart\Armi\Ego Blade.md,weapon
Elder Bow.md,02_Meccaniche_DaggerHeart\Armi\Elder Bow.md,weapon
Extended Polearm.md,02_Meccaniche_DaggerHeart\Armi\Extended Polearm.md,weapon
Finehair Bow.md,02_Meccaniche_DaggerHeart\Armi\Finehair Bow.md,weapon
Firestaff.md,02_Meccaniche_DaggerHeart\Armi\Firestaff.md,weapon
Flickerfly Blade.md,02_Meccaniche_DaggerHeart\Armi\Flickerfly Blade.md,weapon
Floating Bladeshards.md,02_Meccaniche_DaggerHeart\Armi\Floating Bladeshards.md,weapon
Fusion Gloves.md,02_Meccaniche_DaggerHeart\Armi\Fusion Gloves.md,weapon
Ghostblade.md,02_Meccaniche_DaggerHeart\Armi\Ghostblade.md,weapon
Gilded Bow.md,02_Meccaniche_DaggerHeart\Armi\Gilded Bow.md,weapon
Gilded Falchion.md,02_Meccaniche_DaggerHeart\Armi\Gilded Falchion.md,weapon
Glowing Rings.md,02_Meccaniche_DaggerHeart\Armi\Glowing Rings.md,weapon
Grappler.md,02_Meccaniche_DaggerHeart\Armi\Grappler.md,weapon
Greatbow.md,02_Meccaniche_DaggerHeart\Armi\Greatbow.md,weapon
Greatstaff.md,02_Meccaniche_DaggerHeart\Armi\Greatstaff.md,weapon
Greatsword.md,02_Meccaniche_DaggerHeart\Armi\Greatsword.md,weapon
Halberd.md,02_Meccaniche_DaggerHeart\Armi\Halberd.md,weapon
Hallowed Axe.md,02_Meccaniche_DaggerHeart\Armi\Hallowed Axe.md,weapon
Hammer of Exota.md,02_Meccaniche_DaggerHeart\Armi\Hammer of Exota.md,weapon
Hammer of Wrath.md,02_Meccaniche_DaggerHeart\Armi\Hammer of Wrath.md,weapon
Hand Cannon.md,02_Meccaniche_DaggerHeart\Armi\Hand Cannon.md,weapon
Hand Crossbow.md,02_Meccaniche_DaggerHeart\Armi\Hand Crossbow.md,weapon
Hand Runes.md,02_Meccaniche_DaggerHeart\Armi\Hand Runes.md,weapon
Hand Sling.md,02_Meccaniche_DaggerHeart\Armi\Hand Sling.md,weapon
Ilmaris Rifle.md,02_Meccaniche_DaggerHeart\Armi\Ilmaris Rifle.md,weapon
Impact Gauntlet.md,02_Meccaniche_DaggerHeart\Armi\Impact Gauntlet.md,weapon
Improved Arcane Gauntlets.md,02_Meccaniche_DaggerHeart\Armi\Improved Arcane Gauntlets.md,weapon
Improved Battleaxe.md,02_Meccaniche_DaggerHeart\Armi\Improved Battleaxe.md,weapon
Improved Broadsword.md,02_Meccaniche_DaggerHeart\Armi\Improved Broadsword.md,weapon
Improved Crossbow.md,02_Meccaniche_DaggerHeart\Armi\Improved Crossbow.md,weapon
Improved Cutlass.md,02_Meccaniche_DaggerHeart\Armi\Improved Cutlass.md,weapon
Improved Dagger.md,02_Meccaniche_DaggerHeart\Armi\Improved Dagger.md,weapon
Improved Dualstaff.md,02_Meccaniche_DaggerHeart\Armi\Improved Dualstaff.md,weapon
Improved Glowing Rings.md,02_Meccaniche_DaggerHeart\Armi\Improved Glowing Rings.md,weapon
Improved Grappler.md,02_Meccaniche_DaggerHeart\Armi\Improved Grappler.md,weapon
Improved Greatstaff.md,02_Meccaniche_DaggerHeart\Armi\Improved Greatstaff.md,weapon
Improved Greatsword.md,02_Meccaniche_DaggerHeart\Armi\Improved Greatsword.md,weapon
Improved Halberd.md,02_Meccaniche_DaggerHeart\Armi\Improved Halberd.md,weapon
Improved Hallowed Axe.md,02_Meccaniche_DaggerHeart\Armi\Improved Hallowed Axe.md,weapon
Improved Hand Crossbow.md,02_Meccaniche_DaggerHeart\Armi\Improved Hand Crossbow.md,weapon
Improved Hand Runes.md,02_Meccaniche_DaggerHeart\Armi\Improved Hand Runes.md,weapon
Improved Longbow.md,02_Meccaniche_DaggerHeart\Armi\Improved Longbow.md,weapon
Improved Longsword.md,02_Meccaniche_DaggerHeart\Armi\Improved Longsword.md,weapon
Improved Mace.md,02_Meccaniche_DaggerHeart\Armi\Improved Mace.md,weapon
Improved Quarterstaff.md,02_Meccaniche_DaggerHeart\Armi\Improved Quarterstaff.md,weapon
Improved Rapier.md,02_Meccaniche_DaggerHeart\Armi\Improved Rapier.md,weapon
Improved Returning Blade.md,02_Meccaniche_DaggerHeart\Armi\Improved Returning Blade.md,weapon
Improved Round Shield.md,02_Meccaniche_DaggerHeart\Armi\Improved Round Shield.md,weapon
Improved Scepter.md,02_Meccaniche_DaggerHeart\Armi\Improved Scepter.md,weapon
Improved Shortbow.md,02_Meccaniche_DaggerHeart\Armi\Improved Shortbow.md,weapon
Improved Shortstaff.md,02_Meccaniche_DaggerHeart\Armi\Improved Shortstaff.md,weapon
Improved Shortsword.md,02_Meccaniche_DaggerHeart\Armi\Improved Shortsword.md,weapon
Improved Small Dagger.md,02_Meccaniche_DaggerHeart\Armi\Improved Small Dagger.md,weapon
Improved Spear.md,02_Meccaniche_DaggerHeart\Armi\Improved Spear.md,weapon
Improved Tower Shield.md,02_Meccaniche_DaggerHeart\Armi\Improved Tower Shield.md,weapon
Improved Wand.md,02_Meccaniche_DaggerHeart\Armi\Improved Wand.md,weapon
Improved Warhammer.md,02_Meccaniche_DaggerHeart\Armi\Improved Warhammer.md,weapon
Improved Whip.md,02_Meccaniche_DaggerHeart\Armi\Improved Whip.md,weapon
Keepers Staff.md,02_Meccaniche_DaggerHeart\Armi\Keepers Staff.md,weapon
Knuckle Blades.md,02_Meccaniche_DaggerHeart\Armi\Knuckle Blades.md,weapon
Knuckle Claws.md,02_Meccaniche_DaggerHeart\Armi\Knuckle Claws.md,weapon
Labrys Axe.md,02_Meccaniche_DaggerHeart\Armi\Labrys Axe.md,weapon
Legendary Arcane Gauntlets.md,02_Meccaniche_DaggerHeart\Armi\Legendary Arcane Gauntlets.md,weapon
Legendary Battleaxe.md,02_Meccaniche_DaggerHeart\Armi\Legendary Battleaxe.md,weapon
Legendary Broadsword.md,02_Meccaniche_DaggerHeart\Armi\Legendary Broadsword.md,weapon
Legendary Crossbow.md,02_Meccaniche_DaggerHeart\Armi\Legendary Crossbow.md,weapon
Legendary Cutlass.md,02_Meccaniche_DaggerHeart\Armi\Legendary Cutlass.md,weapon
Legendary Dagger.md,02_Meccaniche_DaggerHeart\Armi\Legendary Dagger.md,weapon
Legendary Dualstaff.md,02_Meccaniche_DaggerHeart\Armi\Legendary Dualstaff.md,weapon
Legendary Glowing Rings.md,02_Meccaniche_DaggerHeart\Armi\Legendary Glowing Rings.md,weapon
Legendary Grappler.md,02_Meccaniche_DaggerHeart\Armi\Legendary Grappler.md,weapon
Legendary Greatstaff.md,02_Meccaniche_DaggerHeart\Armi\Legendary Greatstaff.md,weapon
Legendary Greatsword.md,02_Meccaniche_DaggerHeart\Armi\Legendary Greatsword.md,weapon
Legendary Halberd.md,02_Meccaniche_DaggerHeart\Armi\Legendary Halberd.md,weapon
Legendary Hallowed Axe.md,02_Meccaniche_DaggerHeart\Armi\Legendary Hallowed Axe.md,weapon
Legendary Hand Crossbow.md,02_Meccaniche_DaggerHeart\Armi\Legendary Hand Crossbow.md,weapon
Legendary Hand Runes.md,02_Meccaniche_DaggerHeart\Armi\Legendary Hand Runes.md,weapon
Legendary Longbow.md,02_Meccaniche_DaggerHeart\Armi\Legendary Longbow.md,weapon
Legendary Longsword.md,02_Meccaniche_DaggerHeart\Armi\Legendary Longsword.md,weapon
Legendary Mace.md,02_Meccaniche_DaggerHeart\Armi\Legendary Mace.md,weapon
Legendary Quarterstaff.md,02_Meccaniche_DaggerHeart\Armi\Legendary Quarterstaff.md,weapon
Legendary Rapier.md,02_Meccaniche_DaggerHeart\Armi\Legendary Rapier.md,weapon
Legendary Returning Blade.md,02_Meccaniche_DaggerHeart\Armi\Legendary Returning Blade.md,weapon
Legendary Round Shield.md,02_Meccaniche_DaggerHeart\Armi\Legendary Round Shield.md,weapon
Legendary Scepter.md,02_Meccaniche_DaggerHeart\Armi\Legendary Scepter.md,weapon
Legendary Shortbow.md,02_Meccaniche_DaggerHeart\Armi\Legendary Shortbow.md,weapon
Legendary Shortstaff.md,02_Meccaniche_DaggerHeart\Armi\Legendary Shortstaff.md,weapon
Legendary Shortsword.md,02_Meccaniche_DaggerHeart\Armi\Legendary Shortsword.md,weapon
Legendary Small Dagger.md,02_Meccaniche_DaggerHeart\Armi\Legendary Small Dagger.md,weapon
Legendary Spear.md,02_Meccaniche_DaggerHeart\Armi\Legendary Spear.md,weapon
Legendary Tower Shield.md,02_Meccaniche_DaggerHeart\Armi\Legendary Tower Shield.md,weapon
Legendary Wand.md,02_Meccaniche_DaggerHeart\Armi\Legendary Wand.md,weapon
Legendary Warhammer.md,02_Meccaniche_DaggerHeart\Armi\Legendary Warhammer.md,weapon
Legendary Whip.md,02_Meccaniche_DaggerHeart\Armi\Legendary Whip.md,weapon
Longbow.md,02_Meccaniche_DaggerHeart\Armi\Longbow.md,weapon
Longsword.md,02_Meccaniche_DaggerHeart\Armi\Longsword.md,weapon
Mace.md,02_Meccaniche_DaggerHeart\Armi\Mace.md,weapon
Mage Orb.md,02_Meccaniche_DaggerHeart\Armi\Mage Orb.md,weapon
Magus Revolver.md,02_Meccaniche_DaggerHeart\Armi\Magus Revolver.md,weapon
Meridian Cutlass.md,02_Meccaniche_DaggerHeart\Armi\Meridian Cutlass.md,weapon
Midas Scythe.md,02_Meccaniche_DaggerHeart\Armi\Midas Scythe.md,weapon
Parrying Dagger.md,02_Meccaniche_DaggerHeart\Armi\Parrying Dagger.md,weapon
Powered Gauntlet.md,02_Meccaniche_DaggerHeart\Armi\Powered Gauntlet.md,weapon
Primer Shard.md,02_Meccaniche_DaggerHeart\Armi\Primer Shard.md,weapon
Quarterstaff.md,02_Meccaniche_DaggerHeart\Armi\Quarterstaff.md,weapon
Rapier.md,02_Meccaniche_DaggerHeart\Armi\Rapier.md,weapon
Retractable Saber.md,02_Meccaniche_DaggerHeart\Armi\Retractable Saber.md,weapon
Returning Axe.md,02_Meccaniche_DaggerHeart\Armi\Returning Axe.md,weapon
Returning Blade.md,02_Meccaniche_DaggerHeart\Armi\Returning Blade.md,weapon
Ricochet Axes.md,02_Meccaniche_DaggerHeart\Armi\Ricochet Axes.md,weapon
Round Shield.md,02_Meccaniche_DaggerHeart\Armi\Round Shield.md,weapon
Runes of Ruination.md,02_Meccaniche_DaggerHeart\Armi\Runes of Ruination.md,weapon
Scepter of Elias.md,02_Meccaniche_DaggerHeart\Armi\Scepter of Elias.md,weapon
Scepter.md,02_Meccaniche_DaggerHeart\Armi\Scepter.md,weapon
Shortbow.md,02_Meccaniche_DaggerHeart\Armi\Shortbow.md,weapon
Shortstaff.md,02_Meccaniche_DaggerHeart\Armi\Shortstaff.md,weapon
Shortsword.md,02_Meccaniche_DaggerHeart\Armi\Shortsword.md,weapon
Siphoning Gauntlets.md,02_Meccaniche_DaggerHeart\Armi\Siphoning Gauntlets.md,weapon
Sledge Axe.md,02_Meccaniche_DaggerHeart\Armi\Sledge Axe.md,weapon
Small Dagger.md,02_Meccaniche_DaggerHeart\Armi\Small Dagger.md,weapon
Spear.md,02_Meccaniche_DaggerHeart\Armi\Spear.md,weapon
Spiked Bow.md,02_Meccaniche_DaggerHeart\Armi\Spiked Bow.md,weapon
Spiked Shield.md,02_Meccaniche_DaggerHeart\Armi\Spiked Shield.md,weapon
Steelforged Halberd.md,02_Meccaniche_DaggerHeart\Armi\Steelforged Halberd.md,weapon
Swinging Ropeblade.md,02_Meccaniche_DaggerHeart\Armi\Swinging Ropeblade.md,weapon
Sword of Light and Flame.md,02_Meccaniche_DaggerHeart\Armi\Sword of Light and Flame.md,weapon
Talon Blades.md,02_Meccaniche_DaggerHeart\Armi\Talon Blades.md,weapon
Thistlebow.md,02_Meccaniche_DaggerHeart\Armi\Thistlebow.md,weapon
Tower Shield.md,02_Meccaniche_DaggerHeart\Armi\Tower Shield.md,weapon
Urok Broadsword.md,02_Meccaniche_DaggerHeart\Armi\Urok Broadsword.md,weapon
Wand of Enthrallment.md,02_Meccaniche_DaggerHeart\Armi\Wand of Enthrallment.md,weapon
Wand of Essek.md,02_Meccaniche_DaggerHeart\Armi\Wand of Essek.md,weapon
Wand.md,02_Meccaniche_DaggerHeart\Armi\Wand.md,weapon
War Scythe.md,02_Meccaniche_DaggerHeart\Armi\War Scythe.md,weapon
Warhammer.md,02_Meccaniche_DaggerHeart\Armi\Warhammer.md,weapon
Whip.md,02_Meccaniche_DaggerHeart\Armi\Whip.md,weapon
Widogast Pendant.md,02_Meccaniche_DaggerHeart\Armi\Widogast Pendant.md,weapon
Yutari Bloodbow.md,02_Meccaniche_DaggerHeart\Armi\Yutari Bloodbow.md,weapon
Archivista.md,02_Meccaniche_DaggerHeart\Comunità\Archivista.md,community
Background.md,02_Meccaniche_DaggerHeart\Comunità\Background.md,community
Cacciatore di Meteore.md,02_Meccaniche_DaggerHeart\Comunità\Cacciatore di Meteore.md,community
Dardo Sanguinante.md,02_Meccaniche_DaggerHeart\Comunità\Dardo Sanguinante.md,community
Highborne.md,02_Meccaniche_DaggerHeart\Comunità\Highborne.md,community
Loreborne.md,02_Meccaniche_DaggerHeart\Comunità\Loreborne.md,community
Mare Andante.md,02_Meccaniche_DaggerHeart\Comunità\Mare Andante.md,community
Orderborne.md,02_Meccaniche_DaggerHeart\Comunità\Orderborne.md,community
Ridgeborne.md,02_Meccaniche_DaggerHeart\Comunità\Ridgeborne.md,community
Seaborne.md,02_Meccaniche_DaggerHeart\Comunità\Seaborne.md,community
Slyborne.md,02_Meccaniche_DaggerHeart\Comunità\Slyborne.md,community
Underborne.md,02_Meccaniche_DaggerHeart\Comunità\Underborne.md,community
Wanderborne.md,02_Meccaniche_DaggerHeart\Comunità\Wanderborne.md,community
Wildborne.md,02_Meccaniche_DaggerHeart\Comunità\Wildborne.md,community
Acidpaste.md,02_Meccaniche_DaggerHeart\Consumabili\Acidpaste.md,consumable
Armor Stitcher.md,02_Meccaniche_DaggerHeart\Consumabili\Armor Stitcher.md,consumable
Attune Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Attune Potion.md,consumable
Blinding Orb.md,02_Meccaniche_DaggerHeart\Consumabili\Blinding Orb.md,consumable
Blood of the Yorgi.md,02_Meccaniche_DaggerHeart\Consumabili\Blood of the Yorgi.md,consumable
Bolster Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Bolster Potion.md,consumable
Bonding Honey.md,02_Meccaniche_DaggerHeart\Consumabili\Bonding Honey.md,consumable
Bridge Seed.md,02_Meccaniche_DaggerHeart\Consumabili\Bridge Seed.md,consumable
Channelstone.md,02_Meccaniche_DaggerHeart\Consumabili\Channelstone.md,consumable
Charm Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Charm Potion.md,consumable
Circle of the Void.md,02_Meccaniche_DaggerHeart\Consumabili\Circle of the Void.md,consumable
Control Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Control Potion.md,consumable
Death Tea.md,02_Meccaniche_DaggerHeart\Consumabili\Death Tea.md,consumable
Dragonbloom Tea.md,02_Meccaniche_DaggerHeart\Consumabili\Dragonbloom Tea.md,consumable
Dripfang Poison.md,02_Meccaniche_DaggerHeart\Consumabili\Dripfang Poison.md,consumable
Enlighten Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Enlighten Potion.md,consumable
Feast of Xuria.md,02_Meccaniche_DaggerHeart\Consumabili\Feast of Xuria.md,consumable
Featherbone.md,02_Meccaniche_DaggerHeart\Consumabili\Featherbone.md,consumable
Gill Salve.md,02_Meccaniche_DaggerHeart\Consumabili\Gill Salve.md,consumable
Grindletooth Venom.md,02_Meccaniche_DaggerHeart\Consumabili\Grindletooth Venom.md,consumable
Growing Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Growing Potion.md,consumable
Health Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Health Potion.md,consumable
Homets Secret Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Homets Secret Potion.md,consumable
Hopehold Flare.md,02_Meccaniche_DaggerHeart\Consumabili\Hopehold Flare.md,consumable
Hornets Secret Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Hornets Secret Potion.md,consumable
Improved Arcane Shard.md,02_Meccaniche_DaggerHeart\Consumabili\Improved Arcane Shard.md,consumable
Improved Grindletooth Venom.md,02_Meccaniche_DaggerHeart\Consumabili\Improved Grindletooth Venom.md,consumable
Jar of Lost Voices.md,02_Meccaniche_DaggerHeart\Consumabili\Jar of Lost Voices.md,consumable
Jumping Root.md,02_Meccaniche_DaggerHeart\Consumabili\Jumping Root.md,consumable
Knowledge Stone.md,02_Meccaniche_DaggerHeart\Consumabili\Knowledge Stone.md,consumable
Major Arcane Shard.md,02_Meccaniche_DaggerHeart\Consumabili\Major Arcane Shard.md,consumable
Major Attune Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Major Attune Potion.md,consumable
Major Bolster Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Major Bolster Potion.md,consumable
Major Charm Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Major Charm Potion.md,consumable
Major Control Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Major Control Potion.md,consumable
Major Enlighten Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Major Enlighten Potion.md,consumable
Major Health Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Major Health Potion.md,consumable
Major Stamina Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Major Stamina Potion.md,consumable
Major Stride Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Major Stride Potion.md,consumable
Minor Health Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Minor Health Potion.md,consumable
Minor Stamina Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Minor Stamina Potion.md,consumable
Mirror of Marigold.md,02_Meccaniche_DaggerHeart\Consumabili\Mirror of Marigold.md,consumable
Morphing Clay.md,02_Meccaniche_DaggerHeart\Consumabili\Morphing Clay.md,consumable
Mythic Dust.md,02_Meccaniche_DaggerHeart\Consumabili\Mythic Dust.md,consumable
Ogre Musk.md,02_Meccaniche_DaggerHeart\Consumabili\Ogre Musk.md,consumable
Potion of Stability.md,02_Meccaniche_DaggerHeart\Consumabili\Potion of Stability.md,consumable
Redthorn Saliva.md,02_Meccaniche_DaggerHeart\Consumabili\Redthorn Saliva.md,consumable
Replication Parchment.md,02_Meccaniche_DaggerHeart\Consumabili\Replication Parchment.md,consumable
Shrinking Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Shrinking Potion.md,consumable
Sleeping Sap.md,02_Meccaniche_DaggerHeart\Consumabili\Sleeping Sap.md,consumable
Snap Powder.md,02_Meccaniche_DaggerHeart\Consumabili\Snap Powder.md,consumable
Stamina Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Stamina Potion.md,consumable
Stardrop.md,02_Meccaniche_DaggerHeart\Consumabili\Stardrop.md,consumable
Stride Potion.md,02_Meccaniche_DaggerHeart\Consumabili\Stride Potion.md,consumable
Sun Tree Sap.md,02_Meccaniche_DaggerHeart\Consumabili\Sun Tree Sap.md,consumable
Sweet Moss.md,02_Meccaniche_DaggerHeart\Consumabili\Sweet Moss.md,consumable
Unstable Arcane Shard.md,02_Meccaniche_DaggerHeart\Consumabili\Unstable Arcane Shard.md,consumable
Varik Leaves.md,02_Meccaniche_DaggerHeart\Consumabili\Varik Leaves.md,consumable
Vial of Darksmoke.md,02_Meccaniche_DaggerHeart\Consumabili\Vial of Darksmoke.md,consumable
Vial of Moondrip.md,02_Meccaniche_DaggerHeart\Consumabili\Vial of Moondrip.md,consumable
Wingsprout.md,02_Meccaniche_DaggerHeart\Consumabili\Wingsprout.md,consumable
Arcana.md,02_Meccaniche_DaggerHeart\Domini\Arcana.md,domain
Codice.md,02_Meccaniche_DaggerHeart\Domini\Codice.md,domain
Domini delle Classi.md,02_Meccaniche_DaggerHeart\Domini\Domini delle Classi.md,domain
Grazia.md,02_Meccaniche_DaggerHeart\Domini\Grazia.md,domain
Lama.md,02_Meccaniche_DaggerHeart\Domini\Lama.md,domain
MezzaNotte.md,02_Meccaniche_DaggerHeart\Domini\MezzaNotte.md,domain
Ossa.md,02_Meccaniche_DaggerHeart\Domini\Ossa.md,domain
Saggio.md,02_Meccaniche_DaggerHeart\Domini\Saggio.md,domain
Splendore.md,02_Meccaniche_DaggerHeart\Domini\Splendore.md,domain
Valore.md,02_Meccaniche_DaggerHeart\Domini\Valore.md,domain
Agile Scout.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Agile Scout.md,beast_form
Aquatic Predator.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Aquatic Predator.md,beast_form
Aquatic Scout.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Aquatic Scout.md,beast_form
Armored Sentry.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Armored Sentry.md,beast_form
Epic Aquatic Beast.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Epic Aquatic Beast.md,beast_form
Great Predator.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Great Predator.md,beast_form
Great Winged Beast.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Great Winged Beast.md,beast_form
Household Friend.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Household Friend.md,beast_form
Legendary Beast.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Legendary Beast.md,beast_form
Legendary Hybrid.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Legendary Hybrid.md,beast_form
Massive Behemoth.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Massive Behemoth.md,beast_form
Mighty Lizard.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Mighty Lizard.md,beast_form
Mighty Strider.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Mighty Strider.md,beast_form
